id,anchor_img,pos_img,neg_img
1,./lfw/Hans_Blix/Hans_Blix_0001.jpg,./lfw/Hans_Blix/Hans_Blix_0013.jpg,./lfw/Joe_Lieberman/Joe_Lieberman_0001.jpg
1,./lfw/Hans_Blix/Hans_Blix_0001.jpg,./lfw/Hans_Blix/Hans_Blix_0009.jpg,./lfw/Joe_Lieberman/Joe_Lieberman_0001.jpg
1,./lfw/Hans_Blix/Hans_Blix_0001.jpg,./lfw/Hans_Blix/Hans_Blix_0037.jpg,./lfw/Joe_Lieberman/Joe_Lieberman_0001.jpg
1,./lfw/Hans_Blix/Hans_Blix_0001.jpg,./lfw/Hans_Blix/Hans_Blix_0015.jpg,./lfw/Joe_Lieberman/Joe_Lieberman_0001.jpg
1,./lfw/Hans_Blix/Hans_Blix_0001.jpg,./lfw/Hans_Blix/Hans_Blix_0020.jpg,./lfw/Joe_Lieberman/Joe_Lieberman_0001.jpg
1,./lfw/Hans_Blix/Hans_Blix_0001.jpg,./lfw/Hans_Blix/Hans_Blix_0012.jpg,./lfw/Joe_Lieberman/Joe_Lieberman_0001.jpg
1,./lfw/Hans_Blix/Hans_Blix_0001.jpg,./lfw/Hans_Blix/Hans_Blix_0018.jpg,./lfw/Joe_Lieberman/Joe_Lieberman_0001.jpg
1,./lfw/Hans_Blix/Hans_Blix_0001.jpg,./lfw/Hans_Blix/Hans_Blix_0002.jpg,./lfw/Joe_Lieberman/Joe_Lieberman_0001.jpg
1,./lfw/Hans_Blix/Hans_Blix_0001.jpg,./lfw/Hans_Blix/Hans_Blix_0035.jpg,./lfw/Joe_Lieberman/Joe_Lieberman_0001.jpg
1,./lfw/Hans_Blix/Hans_Blix_0001.jpg,./lfw/Hans_Blix/Hans_Blix_0006.jpg,./lfw/Joe_Lieberman/Joe_Lieberman_0001.jpg
1,./lfw/Hans_Blix/Hans_Blix_0001.jpg,./lfw/Hans_Blix/Hans_Blix_0029.jpg,./lfw/Joe_Lieberman/Joe_Lieberman_0001.jpg
2,./lfw/James_Blake/James_Blake_0001.jpg,./lfw/James_Blake/James_Blake_0006.jpg,./lfw/Hans_Blix/Hans_Blix_0001.jpg
2,./lfw/James_Blake/James_Blake_0001.jpg,./lfw/James_Blake/James_Blake_0003.jpg,./lfw/Hans_Blix/Hans_Blix_0001.jpg
2,./lfw/James_Blake/James_Blake_0001.jpg,./lfw/James_Blake/James_Blake_0014.jpg,./lfw/Hans_Blix/Hans_Blix_0001.jpg
2,./lfw/James_Blake/James_Blake_0001.jpg,./lfw/James_Blake/James_Blake_0009.jpg,./lfw/Hans_Blix/Hans_Blix_0001.jpg
2,./lfw/James_Blake/James_Blake_0001.jpg,./lfw/James_Blake/James_Blake_0005.jpg,./lfw/Hans_Blix/Hans_Blix_0001.jpg
2,./lfw/James_Blake/James_Blake_0001.jpg,./lfw/James_Blake/James_Blake_0007.jpg,./lfw/Hans_Blix/Hans_Blix_0001.jpg
2,./lfw/James_Blake/James_Blake_0001.jpg,./lfw/James_Blake/James_Blake_0008.jpg,./lfw/Hans_Blix/Hans_Blix_0001.jpg
2,./lfw/James_Blake/James_Blake_0001.jpg,./lfw/James_Blake/James_Blake_0012.jpg,./lfw/Hans_Blix/Hans_Blix_0001.jpg
2,./lfw/James_Blake/James_Blake_0001.jpg,./lfw/James_Blake/James_Blake_0010.jpg,./lfw/Hans_Blix/Hans_Blix_0001.jpg
2,./lfw/James_Blake/James_Blake_0001.jpg,./lfw/James_Blake/James_Blake_0004.jpg,./lfw/Hans_Blix/Hans_Blix_0001.jpg
2,./lfw/James_Blake/James_Blake_0001.jpg,./lfw/James_Blake/James_Blake_0011.jpg,./lfw/Hans_Blix/Hans_Blix_0001.jpg
2,./lfw/James_Blake/James_Blake_0001.jpg,./lfw/James_Blake/James_Blake_0013.jpg,./lfw/Hans_Blix/Hans_Blix_0001.jpg
2,./lfw/James_Blake/James_Blake_0001.jpg,./lfw/James_Blake/James_Blake_0002.jpg,./lfw/Hans_Blix/Hans_Blix_0001.jpg
3,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0001.jpg,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0002.jpg,./lfw/James_Blake/James_Blake_0001.jpg
3,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0001.jpg,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0003.jpg,./lfw/James_Blake/James_Blake_0001.jpg
3,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0001.jpg,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0004.jpg,./lfw/James_Blake/James_Blake_0001.jpg
3,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0001.jpg,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0005.jpg,./lfw/James_Blake/James_Blake_0001.jpg
3,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0001.jpg,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0008.jpg,./lfw/James_Blake/James_Blake_0001.jpg
3,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0001.jpg,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0011.jpg,./lfw/James_Blake/James_Blake_0001.jpg
3,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0001.jpg,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0007.jpg,./lfw/James_Blake/James_Blake_0001.jpg
3,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0001.jpg,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0006.jpg,./lfw/James_Blake/James_Blake_0001.jpg
3,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0001.jpg,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0009.jpg,./lfw/James_Blake/James_Blake_0001.jpg
3,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0001.jpg,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0010.jpg,./lfw/James_Blake/James_Blake_0001.jpg
4,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg,./lfw/Tom_Hanks/Tom_Hanks_0009.jpg,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0001.jpg
4,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg,./lfw/Tom_Hanks/Tom_Hanks_0004.jpg,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0001.jpg
4,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg,./lfw/Tom_Hanks/Tom_Hanks_0005.jpg,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0001.jpg
4,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg,./lfw/Tom_Hanks/Tom_Hanks_0006.jpg,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0001.jpg
4,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg,./lfw/Tom_Hanks/Tom_Hanks_0003.jpg,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0001.jpg
4,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg,./lfw/Tom_Hanks/Tom_Hanks_0007.jpg,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0001.jpg
4,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg,./lfw/Tom_Hanks/Tom_Hanks_0010.jpg,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0001.jpg
4,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg,./lfw/Tom_Hanks/Tom_Hanks_0008.jpg,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0001.jpg
4,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg,./lfw/Tom_Hanks/Tom_Hanks_0002.jpg,./lfw/Kim_Ryong-sung/Kim_Ryong-sung_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0419.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0221.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0284.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0092.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0054.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0298.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0484.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0142.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0342.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0116.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0166.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0129.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0377.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0341.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0321.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0122.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0040.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0436.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0515.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0399.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0141.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0329.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0468.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0015.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0384.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0096.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0311.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0195.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0243.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0349.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0385.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0187.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0345.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0147.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0234.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0423.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0075.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0434.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0251.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0414.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0481.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0465.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0450.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0027.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0063.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0466.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0009.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0241.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0317.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0295.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0405.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0244.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0453.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0333.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0130.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0170.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0013.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0379.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0335.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0511.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0370.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0276.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0056.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0400.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0077.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0362.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0369.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0016.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0326.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0197.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0149.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0145.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0079.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0386.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0431.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0306.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0211.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0418.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0191.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0347.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0279.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0318.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0102.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0442.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0050.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0076.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
5,./lfw/George_W_Bush/George_W_Bush_0001.jpg,./lfw/George_W_Bush/George_W_Bush_0108.jpg,./lfw/Tom_Hanks/Tom_Hanks_0001.jpg
